Word,Occurrences,TotalSteps,AverageSteps
moody,9,54,6.0000
avenger,1,7,7.0000
wickets,2,16,8.0000
studio,2,18,9.0000
sell,6,60,10.0000
hacks,1,11,11.0000
fret,10,10,1.0000
hob,1,2,2.0000
middle,16,48,3.0000
sheep,3,12,4.0000
rubbers,6,30,5.0000
comic,2,12,6.0000
cooks,2,14,7.0000
landscape,3,24,8.0000
blunders,1,9,9.0000
satin,4,40,10.0000
related,1,11,11.0000
snapped,2,24,12.0000
probability,1,13,13.0000
demosthenes,1,14,14.0000
wile,1,15,15.0000
hook,1,16,16.0000
penny,8,8,1.0000
despondent,5,10,2.0000
fleecy,1,3,3.0000
cheerfully,24,24,1.0000
above,20,40,2.0000
hod,2,6,3.0000
plumped,1,4,4.0000
changing,6,30,5.0000
shore,10,60,6.0000
mum,5,35,7.0000
pull,11,88,8.0000
hostess,2,18,9.0000
amiability,1,10,10.0000
abbey,1,11,11.0000
times,58,58,1.0000
three,78,156,2.0000
wax,3,9,3.0000
seals,1,4,4.0000
exploding,1,5,5.0000
partaken,1,6,6.0000
tommy,3,21,7.0000
way,210,210,1.0000
flyaway,3,6,2.0000
thoughtfully,8,24,3.0000
eighteen,5,20,4.0000
sheet,8,40,5.0000
jumble,2,12,6.0000
carpeting,1,7,7.0000
prunes,1,8,8.0000
whoop,1,9,9.0000
characterized,1,10,10.0000
connected,1,11,11.0000
treasuries,1,12,12.0000
guardian,1,13,13.0000
borders,1,14,14.0000
frolics,2,2,1.0000
followed,34,68,2.0000
smile,61,183,3.0000
mm,1,4,4.0000
bunch,4,20,5.0000
algebra,1,6,6.0000
postmistress,1,7,7.0000
dandified,1,8,8.0000
orphan,1,9,9.0000
fatherly,6,6,1.0000
vines,4,8,2.0000
pass,14,42,3.0000
happens,8,32,4.0000
rails,1,5,5.0000
lounging,6,36,6.0000
lockets,1,7,7.0000
growth,1,8,8.0000
scientific,1,9,9.0000
combination,1,10,10.0000
cakie,1,11,11.0000
silently,6,6,1.0000
will,501,1002,2.0000
past,19,57,3.0000
messes,5,20,4.0000
prospered,2,10,5.0000
sneezed,1,6,6.0000
hills,7,49,7.0000
infectiously,2,16,8.0000
counteract,1,9,9.0000
railroad,1,10,10.0000
visited,1,11,11.0000
tank,1,12,12.0000
wickedly,1,13,13.0000
tummin,1,14,14.0000
frolicking,2,30,15.0000
fly,26,26,1.0000
wealth,7,14,2.0000
nunnery,2,6,3.0000
quaked,2,8,4.0000
cone,1,5,5.0000
freak,1,6,6.0000
meekness,1,7,7.0000
bootblack,1,8,8.0000
mus,1,9,9.0000
serves,3,3,1.0000
doubt,14,28,2.0000
needing,1,3,3.0000
familiar,11,11,1.0000
mr,311,622,2.0000
view,12,36,3.0000
promotes,1,4,4.0000
attempting,1,5,5.0000
looped,2,12,6.0000
terrible,1,7,7.0000
covers),1,8,8.0000
stepped,2,18,9.0000
kettleful,1,1,1.0000
revenged,2,4,2.0000
shorn,3,9,3.0000
helpless,4,16,4.0000
behold,11,55,5.0000
bruised,2,12,6.0000
stranger,7,49,7.0000
mountains,3,24,8.0000
branch,2,18,9.0000
independent,7,70,10.0000
intervals,1,11,11.0000
skyrockets,1,12,12.0000
topped,1,13,13.0000
bachelor,2,28,14.0000
ms,1,15,15.0000
tamely,1,16,16.0000
dismally,5,5,1.0000
indolent,3,6,2.0000
rudely,2,6,3.0000
absurdities,1,4,4.0000
morose,1,5,5.0000
suggestively,1,6,6.0000
idling,1,7,7.0000
bondwoman,1,8,8.0000
roving,1,9,9.0000
italian,6,6,1.0000
handle,5,10,2.0000
fable,5,15,3.0000
traveling,12,48,4.0000
rasselas,1,5,5.0000
johns,4,24,6.0000
trash,4,28,7.0000
sweetmeats,1,8,8.0000
london,8,72,9.0000
plan,25,25,1.0000
fellow,46,92,2.0000
gathering,5,15,3.0000
flying,12,48,4.0000
shouldered,3,15,5.0000
culinary,2,12,6.0000
standoff,1,7,7.0000
tribulation,1,8,8.0000
evenly,1,9,9.0000
hop,4,40,10.0000
musing,1,11,11.0000
homily),1,12,12.0000
nervous,11,11,1.0000
scented,2,4,2.0000
rustling,4,12,3.0000
soothe,3,12,4.0000
knights,4,20,5.0000
poking,7,42,6.0000
flourishes,1,7,7.0000
test,4,32,8.0000
ushered,1,9,9.0000
droop,2,20,10.0000
fidelity,1,11,11.0000
wilt,1,12,12.0000
telegraphed,4,4,1.0000
conversation,16,32,2.0000
samuel,1,3,3.0000
reverence,4,16,4.0000
marble,5,25,5.0000
abject,3,18,6.0000
hebes,1,7,7.0000
(hannahs,1,8,8.0000
argument,3,27,9.0000
my,842,842,1.0000
escort,10,20,2.0000
several,51,153,3.0000
short,41,164,4.0000
companion,3,15,5.0000
mending,7,42,6.0000
suspicions,3,21,7.0000
oddly,1,8,8.0000
hesitation,1,9,9.0000
bridle,1,10,10.0000
leapfrog,1,11,11.0000
quick,29,29,1.0000
hot,25,50,2.0000
worthy,12,36,3.0000
asparagus,4,16,4.0000
celebrated,2,10,5.0000
abdicate,1,6,6.0000
amendment,1,7,7.0000
warerooms,1,8,8.0000
whisking,3,3,1.0000
marks,1,2,2.0000
discharge,1,3,3.0000
causes,1,4,4.0000
clothespins,2,10,5.0000
luncheon,3,18,6.0000
quench,2,14,7.0000
endurable,1,8,8.0000
clapped,7,7,1.0000
gloomy,3,6,2.0000
finishing,8,24,3.0000
glancing,4,16,4.0000
folding,4,20,5.0000
whipped,1,6,6.0000
translation,1,7,7.0000
praiseworthy,5,40,8.0000
madame,10,90,9.0000
fairer,4,40,10.0000
complimented,2,22,11.0000
scrub,1,12,12.0000
disguise,1,13,13.0000
unanswerable,1,14,14.0000
sauciest,1,15,15.0000
how,351,351,1.0000
threw,18,36,2.0000
dashes,2,6,3.0000
ludicrous,3,12,4.0000
companionship,1,5,5.0000
vaughns,5,30,6.0000
confirm,1,7,7.0000
crumbs,2,16,8.0000
drooping,1,9,9.0000
supper,22,22,1.0000
cricket,11,22,2.0000
fragrant,4,12,3.0000
sire,3,12,4.0000
cushion,7,35,5.0000
gentlemen,27,162,6.0000
treacherous,1,7,7.0000
experiences,7,56,8.0000
clustered,1,9,9.0000
aunts,9,90,10.0000
scenes,7,77,11.0000
gradually,4,48,12.0000
desolated,1,13,13.0000
agrees,2,28,14.0000
pate,1,1,1.0000
marriage,5,10,2.0000
assurances,3,9,3.0000
honesty,2,8,4.0000
saleswomen,1,5,5.0000
meerschaum,2,12,6.0000
healthfully,1,7,7.0000
shaking,15,15,1.0000
tragedian,1,2,2.0000
baskets,4,12,3.0000
heads,21,84,4.0000
eagerly,5,25,5.0000
playbill,1,6,6.0000
around,6,42,7.0000
gratified,7,56,8.0000
served,6,54,9.0000
pursed,1,10,10.0000
scenery,3,33,11.0000
getting,67,67,1.0000
play,59,118,2.0000
rumpling,4,12,3.0000
hope,83,332,4.0000
fastened,6,30,5.0000
immense,6,36,6.0000
capers,1,7,7.0000
spectators,3,24,8.0000
berries,2,18,9.0000
wedding,22,220,10.0000
metaphysical,3,33,11.0000
ecstatically,1,12,12.0000
blames,1,13,13.0000
humbug,1,14,14.0000
pyre,1,15,15.0000
practice,9,9,1.0000
mysteriously,4,8,2.0000
path,10,30,3.0000
bottles,3,12,4.0000
pains,2,10,5.0000
bruises,2,12,6.0000
goin,1,7,7.0000
evaded,1,8,8.0000
relinquished,2,18,9.0000
multitude,1,10,10.0000
unscathed,1,11,11.0000
prim,14,14,1.0000
paint,4,8,2.0000
semi,1,3,3.0000
poet,1,4,4.0000
age,18,18,1.0000
rose,40,80,2.0000
hummels,8,24,3.0000
relented,2,8,4.0000
hornpipe,1,5,5.0000
aunty,3,18,6.0000
expound,1,7,7.0000
brother,9,9,1.0000
streets,3,6,2.0000
merely,22,66,3.0000
affirms,1,4,4.0000
fortitude,1,5,5.0000
gruel,1,1,1.0000
front,11,22,2.0000
flourished,6,18,3.0000
volcanic,1,4,4.0000
funeral,6,30,5.0000
situated,2,12,6.0000
coffeepot,2,14,7.0000
traveled,2,16,8.0000
sleeplessness,1,9,9.0000
shepherd,2,20,10.0000
sports,1,11,11.0000
agricultural,1,12,12.0000
presiding,1,13,13.0000
saxon,1,14,14.0000
envying,1,1,1.0000
hatred,2,4,2.0000
crushed,4,12,3.0000
theaters,5,20,4.0000
preceded,1,5,5.0000
thursday,5,30,6.0000
plank,1,7,7.0000
rejected,2,16,8.0000
sprinkled,1,9,9.0000
located,1,10,10.0000
veal,1,11,11.0000
joyfully,3,36,12.0000
tete,2,26,13.0000
nerve,1,14,14.0000
despicable,1,15,15.0000
inquiries,5,5,1.0000
carry,22,44,2.0000
joanna,6,18,3.0000
bandanna,2,8,4.0000
firmness,2,10,5.0000
snubs,1,6,6.0000
structure,2,14,7.0000
peddling,1,8,8.0000
truly,26,26,1.0000
closet,17,34,2.0000
beating,3,9,3.0000
observation,5,20,4.0000
tablecloth,1,5,5.0000
splendidly,4,24,6.0000
washin,1,7,7.0000
afflatus,1,8,8.0000
dine,1,9,9.0000
stonyhearted,1,10,10.0000
columella,1,11,11.0000
season,6,6,1.0000
seams,1,2,2.0000
natured,9,27,3.0000
cordially,3,12,4.0000
caused,21,105,5.0000
straps,1,6,6.0000
engaged,8,56,7.0000
capturing,1,8,8.0000
rambler,2,18,9.0000
absorbing,4,40,10.0000
gentlewoman,3,33,11.0000
aware,2,2,1.0000
princes,1,2,2.0000
meek,4,12,3.0000
stock,3,12,4.0000
saintly,4,20,5.0000
expatiating,1,6,6.0000
mainspring,1,7,7.0000
delved,1,8,8.0000
expects,2,18,9.0000
closer,1,10,10.0000
blonde,3,33,11.0000
unfold,1,12,12.0000
lions,4,4,1.0000
forced,5,10,2.0000
exulted,5,15,3.0000
weekly,10,40,4.0000
coldly,2,10,5.0000
dashed,2,12,6.0000
sidle,1,7,7.0000
umbrellas,2,16,8.0000
election,1,9,9.0000
donkeys,1,10,10.0000
kernal,2,22,11.0000
fight,11,11,1.0000
afford,5,10,2.0000
prolonged,1,3,3.0000
agreed,15,60,4.0000
mange,5,25,5.0000
skirmishes,4,24,6.0000
flung,1,7,7.0000
soaps,1,8,8.0000
lisping,1,9,9.0000
appointed,2,20,10.0000
pats,1,11,11.0000
wonders,2,24,12.0000
no,533,533,1.0000
ago,31,62,2.0000
evident,9,27,3.0000
glove,12,48,4.0000
comforts,8,40,5.0000
reproof,2,12,6.0000
earthly,3,21,7.0000
weeping,1,8,8.0000
quoting,4,36,9.0000
reminders,1,10,10.0000
disappointed,25,25,1.0000
plans,22,44,2.0000
comforting,3,9,3.0000
remarkable,8,32,4.0000
flinching,1,5,5.0000
benignly,4,24,6.0000
specter,1,7,7.0000
befall,1,8,8.0000
lessin,1,9,9.0000
colic,1,10,10.0000
pouring,1,11,11.0000
things,212,212,1.0000
blamed,2,4,2.0000
person,22,66,3.0000
guidebook,4,16,4.0000
appear,9,45,5.0000
ordered,20,120,6.0000
polite,6,42,7.0000
stare,4,32,8.0000
plant,1,9,9.0000
actions,2,20,10.0000
oranges,2,22,11.0000
foretaste,1,12,12.0000
liebe,1,13,13.0000
especial,11,11,1.0000
god,32,64,2.0000
jellies,1,3,3.0000
lasting,1,4,4.0000
tassel,3,15,5.0000
groups,2,12,6.0000
theirselves,1,7,7.0000
jacks,1,8,8.0000
nothingness,1,9,9.0000
stefans,1,10,10.0000
more,344,344,1.0000
tiles,1,2,2.0000
afore,1,3,3.0000
whichever,2,8,4.0000
inaudible,2,10,5.0000
dinner,47,47,1.0000
yer,3,6,2.0000
stratagem,1,3,3.0000
vampire,1,4,4.0000
collars,3,15,5.0000
furnished,3,18,6.0000
loyally,1,7,7.0000
numerous,2,16,8.0000
nipped,1,9,9.0000
mees,3,30,10.0000
mercies,1,11,11.0000
meet,28,28,1.0000
cologne,4,8,2.0000
yes,143,429,3.0000
delicious,9,36,4.0000
traveler,3,15,5.0000
living,20,120,6.0000
infinitely,3,21,7.0000
yet,89,89,1.0000
cook,9,18,2.0000
governesses,1,3,3.0000
skipped,5,20,4.0000
protestant,1,5,5.0000
fermented,1,6,6.0000
mendelssohn,1,7,7.0000
appeal,5,5,1.0000
mischievous,8,16,2.0000
beloved,19,57,3.0000
cool,28,112,4.0000
nw,1,5,5.0000
itself,13,78,6.0000
steadied,1,7,7.0000
wavering,1,8,8.0000
offices,2,18,9.0000
volumes,1,10,10.0000
dove,4,4,1.0000
even,106,212,2.0000
gallantly,4,12,3.0000
jimmy,2,8,4.0000
officer,1,5,5.0000
stumped,1,6,6.0000
simmered,1,7,7.0000
comelier,1,8,8.0000
goldenrod,1,9,9.0000
tails,3,3,1.0000
rosy,27,54,2.0000
romps,2,6,3.0000
poetry,11,44,4.0000
perked,1,5,5.0000
yourselves,2,12,6.0000
anchor,2,14,7.0000
twisting,1,8,8.0000
dint,1,9,9.0000
clumping,2,20,10.0000
bib,4,44,11.0000
detection,1,12,12.0000
grandmas,3,39,13.0000
region,1,1,1.0000
drops,7,14,2.0000
casts,2,6,3.0000
closed,7,28,4.0000
undisguised,2,10,5.0000
rekindled,1,6,6.0000
repose,6,42,7.0000
bolted,3,24,8.0000
meanness,1,9,9.0000
tisnt,2,20,10.0000
upstairs,21,21,1.0000
bid,5,10,2.0000
sudden,41,123,3.0000
cannot,20,80,4.0000
hugging,4,20,5.0000
jackdaw,1,6,6.0000
mourning,1,7,7.0000
manful,2,16,8.0000
carrol,16,144,9.0000
reported,1,10,10.0000
exonerate,1,11,11.0000
vocal,1,12,12.0000
coop,1,13,13.0000
tantalizing,1,14,14.0000
ever,174,174,1.0000
respect,28,56,2.0000
fare,6,18,3.0000
postman,2,8,4.0000
compensation,2,10,5.0000
salads,1,6,6.0000
realize,3,21,7.0000
womans,8,8,1.0000
surpass,1,2,2.0000
mother:,1,3,3.0000
conferences,1,4,4.0000
cages,1,5,5.0000
big,89,89,1.0000
harder,18,36,2.0000
send,39,117,3.0000
thrash,2,8,4.0000
attracted,4,20,5.0000
squalling,1,6,6.0000
said,827,827,1.0000
hadnt,30,60,2.0000
twirled,2,6,3.0000
chicks,1,4,4.0000
salad,7,35,5.0000
heated,1,6,6.0000
bijou,1,7,7.0000
bosoms,1,8,8.0000
stars,3,27,9.0000
underside,1,10,10.0000
accordingly,2,22,11.0000
coquettish,3,36,12.0000
yards,2,26,13.0000
croak,8,8,1.0000
trump,5,10,2.0000
gruff,5,15,3.0000
hesitating,1,4,4.0000
start,13,65,5.0000
delve,1,6,6.0000
leaping,1,7,7.0000
facinating,1,8,8.0000
implore,2,18,9.0000
summary,2,20,10.0000
interference,1,11,11.0000
flourishing,2,24,12.0000
faintest,1,13,13.0000
nearer,14,14,1.0000
scorn,3,6,2.0000
ob,2,6,3.0000
properly,12,48,4.0000
paw),1,5,5.0000
chuckled,1,6,6.0000
chere,1,7,7.0000
suiting,1,8,8.0000
threaten,1,9,9.0000
pauses,1,10,10.0000
got,255,255,1.0000
handsomest,1,2,2.0000
sister,68,204,3.0000
mort,1,4,4.0000
captain,6,30,5.0000
coverlet,2,12,6.0000
peggy,1,7,7.0000
harden,1,8,8.0000
upsets,1,9,9.0000
suggest,3,30,10.0000
rendering,1,11,11.0000
fiddle,1,12,12.0000
draggle,1,13,13.0000
somewhere,6,6,1.0000
spangles,1,2,2.0000
spoil,18,54,3.0000
dickens,5,20,4.0000
wrote,25,125,5.0000
dragon,2,12,6.0000
integrity,2,14,7.0000
battered,1,8,8.0000
capaline,1,9,9.0000
unquiet,1,10,10.0000
lastly,1,11,11.0000
remarkably,6,6,1.0000
interrupted,7,14,2.0000
differ,2,6,3.0000
tree,16,64,4.0000
stealthy,2,10,5.0000
topsl,1,6,6.0000
it),2,14,7.0000
goodly,2,16,8.0000
lurch,2,18,9.0000
farm,1,10,10.0000
conciliatory,1,11,11.0000
prosperous,2,24,12.0000
of,3402,3402,1.0000
constantly,4,8,2.0000
confounded,5,15,3.0000
handshake,2,8,4.0000
wind,21,21,1.0000
exercise,17,34,2.0000
disfavor,1,3,3.0000
weathercock,5,20,4.0000
frowning,1,5,5.0000
strongminded,1,6,6.0000
defense,1,7,7.0000
darned,1,8,8.0000
roamed,4,36,9.0000
sleepless,1,10,10.0000
across,20,20,1.0000
clever,8,16,2.0000
wine,11,33,3.0000
papers,13,52,4.0000
scorched,4,20,5.0000
oh,138,828,6.0000
sail,6,42,7.0000
savage,1,8,8.0000
denial,4,36,9.0000
undertaken,1,10,10.0000
inaudibly,1,11,11.0000
whistling,2,24,12.0000
doves,2,26,13.0000
cheese,2,28,14.0000
loveliest,2,30,15.0000
nassau,1,16,16.0000
politics,5,85,17.0000
proves,1,18,18.0000
gentlemanly,5,5,1.0000
stalked,5,10,2.0000
event,3,9,3.0000
mortification,3,12,4.0000
pricked,3,15,5.0000
madam:,1,6,6.0000
insensibly,1,7,7.0000
tape,1,8,8.0000
magnanimity,2,18,9.0000
bulbs,1,10,10.0000
saunter,1,11,11.0000
scorching,1,12,12.0000
hurting,2,2,1.0000
coralline,1,2,2.0000
nightingales,1,3,3.0000
assured,5,20,4.0000
pudding,8,40,5.0000
execute,1,6,6.0000
fighter,1,7,7.0000
couples,3,24,8.0000
sublime,1,9,9.0000
prospering,1,10,10.0000
wing,1,11,11.0000
soothes,1,12,12.0000
neednt,23,23,1.0000
lazy,16,32,2.0000
lids,3,9,3.0000
resolution,10,40,4.0000
jerk,2,10,5.0000
criticisms,1,6,6.0000
importance,1,7,7.0000
scolds,1,8,8.0000
report,6,54,9.0000
stalks,1,10,10.0000
romances,4,44,11.0000
slopbowl,1,12,12.0000
vengeance,1,13,13.0000
counts,1,14,14.0000
ransacked,1,15,15.0000
sentiments,1,16,16.0000
surrendering,1,17,17.0000
bit,48,48,1.0000
blanket,3,6,2.0000
cabinets,1,3,3.0000
refractory,3,12,4.0000
thrones,1,5,5.0000
pinks,1,6,6.0000
rained,2,14,7.0000
dates,1,8,8.0000
forgif,1,9,9.0000
irascible,3,3,1.0000
reminds,4,8,2.0000
increased,5,15,3.0000
oration,2,8,4.0000
dissatisfaction,2,10,5.0000
prices,2,12,6.0000
opposition,3,21,7.0000
notions,2,16,8.0000
berlin,3,27,9.0000
exclusion,1,10,10.0000
recognize,2,22,11.0000
on,963,963,1.0000
wink,1,2,2.0000
rains,1,3,3.0000
packing,1,4,4.0000
kate,28,140,5.0000
polish,6,36,6.0000
damask,1,7,7.0000
frolicsome,1,8,8.0000
gallows,1,9,9.0000
opinions,2,20,10.0000
money,92,92,1.0000
sent,52,104,2.0000
ceremonies,5,15,3.0000
opening,9,36,4.0000
maam,22,110,5.0000
behaving,2,12,6.0000
scoldings,2,14,7.0000
retaliation,1,8,8.0000
costume,4,36,9.0000
amuses,1,10,10.0000
carrols,2,22,11.0000
pedros,1,1,1.0000
mount,1,2,2.0000
acted,6,18,3.0000
prepare,5,20,4.0000
contrasted,3,15,5.0000
turtles,2,12,6.0000
serenely,1,7,7.0000
production,1,8,8.0000
ledge,2,18,9.0000
sowing,1,10,10.0000
frightened,22,22,1.0000
carried,19,38,2.0000
paused,17,51,3.0000
tucks,2,8,4.0000
winked,1,5,5.0000
plantation,1,6,6.0000
puns,1,7,7.0000
authoress,4,32,8.0000
wrought,4,36,9.0000
malicious,2,20,10.0000
that),1,11,11.0000
baptiste,3,36,12.0000
patronize,1,13,13.0000
or,435,435,1.0000
absurd,13,26,2.0000
putting,26,78,3.0000
uncle,19,76,4.0000
topsy,8,40,5.0000
castles,5,30,6.0000
7th,1,7,7.0000
earnestness,4,32,8.0000
advising,1,9,9.0000
congratulate,3,30,10.0000
cements,1,11,11.0000
quandary,2,24,12.0000
phantom,4,52,13.0000
footed,2,28,14.0000
cheery,9,9,1.0000
agitation,1,2,2.0000
ahs,1,3,3.0000
tastes,7,28,4.0000
chance,22,110,5.0000
affectionately,2,12,6.0000
tres,2,14,7.0000
equal,8,64,8.0000
subjection,2,18,9.0000
blew,4,40,10.0000
rewrite,1,11,11.0000
perplex,1,12,12.0000
within,14,14,1.0000
dressing,14,28,2.0000
frolic,7,21,3.0000
united,1,4,4.0000
calls,20,100,5.0000
rainy,5,30,6.0000
feels,9,63,7.0000
cavendish,1,8,8.0000
inevitable,2,18,9.0000
dodos,1,10,10.0000
bloomed,3,3,1.0000
promenading,2,4,2.0000
sneaking,1,3,3.0000
smelled,1,4,4.0000
clothesbrush,1,5,5.0000
pilgrims,10,10,1.0000
neighborly,4,8,2.0000
visiting,4,12,3.0000
singers,1,4,4.0000
comment,2,10,5.0000
driving,2,12,6.0000
somersault,1,7,7.0000
vacancies,1,8,8.0000
westminster,1,9,9.0000
bois,1,10,10.0000
asked,252,252,1.0000
ow,1,2,2.0000
performance,6,18,3.0000
morally,2,8,4.0000
inmost,1,5,5.0000
bridled,1,6,6.0000
proved,14,98,7.0000
snake,1,8,8.0000
freshest,1,9,9.0000
exploring,1,10,10.0000
trusted,4,4,1.0000
anxious,39,78,2.0000
race,6,18,3.0000
swell,1,4,4.0000
bounce),1,5,5.0000
learns,1,6,6.0000
autocrat,1,7,7.0000
cheers,4,4,1.0000
flattering,3,6,2.0000
perfectly,29,87,3.0000
parrot,4,16,4.0000
soothed,5,25,5.0000
regarded,10,60,6.0000
star,2,14,7.0000
decks,2,16,8.0000
misfortune,2,18,9.0000
forebearing,1,10,10.0000
yard,1,11,11.0000
discomfiture,1,12,12.0000
(as,1,13,13.0000
daughters,18,18,1.0000
inquire,4,8,2.0000
brotherly,8,24,3.0000
deposited,1,4,4.0000
wield,1,5,5.0000
endure,1,6,6.0000
testiment,2,14,7.0000
persuade,1,8,8.0000
unfinished,4,36,9.0000
keys,5,5,1.0000
grand,23,46,2.0000
heel,3,9,3.0000
glorious,6,24,4.0000
foe,1,5,5.0000
sealed,3,18,6.0000
breaks,3,21,7.0000
trunk,5,40,8.0000
variable,1,9,9.0000
nettled,4,40,10.0000
serene,11,121,11.0000
wherein,2,24,12.0000
statue,4,52,13.0000
elegantly,1,1,1.0000
epitaph,1,2,2.0000
messroom,1,3,3.0000
supporting,1,4,4.0000
tying,2,10,5.0000
chapel,5,30,6.0000
plunge,2,14,7.0000
worshiped,1,8,8.0000
inconsolable,1,9,9.0000
talented,1,10,10.0000
sugar,13,13,1.0000
players,1,2,2.0000
beliefs,3,9,3.0000
fog,3,12,4.0000
keats,1,5,5.0000
exasperated,1,6,6.0000
reportable,1,7,7.0000
wouldst,1,8,8.0000
thirteen,2,2,1.0000
except,39,78,2.0000
amused,20,60,3.0000
believing,5,20,4.0000
rack,3,15,5.0000
intelligent,3,18,6.0000
traitor,2,14,7.0000
dusted,2,16,8.0000
treats,1,9,9.0000
meddle,1,10,10.0000
sands,1,11,11.0000
philosophy,4,48,12.0000
celebrities,2,26,13.0000
republican,1,14,14.0000
riders,1,15,15.0000
dancing,12,12,1.0000
enacted,2,4,2.0000
unlike,5,15,3.0000
olives,1,4,4.0000
flaming,1,5,5.0000
everyones,2,12,6.0000
emotions,4,28,7.0000
trickled,1,8,8.0000
pave,1,9,9.0000
overwhelmed,2,20,10.0000
ardent,3,33,11.0000
significantly,1,12,12.0000
useless,3,39,13.0000
nourish,1,14,14.0000
words,111,111,1.0000
returned,70,140,2.0000
stay,64,192,3.0000
carries,1,4,4.0000
soldiers,5,25,5.0000
hoarsely,1,6,6.0000
unite,1,7,7.0000
churchyard,1,8,8.0000
moulding,1,9,9.0000
coughed,1,10,10.0000
down,291,291,1.0000
picture,27,54,2.0000
entirely,20,60,3.0000
sleigh,2,8,4.0000
offering,9,45,5.0000
moss,1,6,6.0000
jabbering,1,7,7.0000
turkey,3,24,8.0000
bared,1,9,9.0000
delicately,1,10,10.0000
most,151,151,1.0000
end,56,112,2.0000
tramped,3,9,3.0000
tasted,3,12,4.0000
katy,2,10,5.0000
pc,3,18,6.0000
hideous,1,7,7.0000
escorted,3,24,8.0000
effusion,1,9,9.0000
fragments,4,40,10.0000
criticizing,1,11,11.0000
voluminous,2,24,12.0000
hoist,1,13,13.0000
alders,1,14,14.0000
quiet,70,70,1.0000
yarn,1,2,2.0000
aid,3,9,3.0000
mild,9,36,4.0000
passions,3,15,5.0000
renewed,1,6,6.0000
predictions,1,7,7.0000
bijouterie,1,8,8.0000
dejected,1,9,9.0000
benevolence,1,10,10.0000
curves,1,11,11.0000
mutual,3,36,12.0000
baize,1,1,1.0000
apparition,2,4,2.0000
copy,11,33,3.0000
imagining,3,12,4.0000
disgraceful,1,5,5.0000
trustful,1,6,6.0000
confidante,2,14,7.0000
rainbows,1,8,8.0000
fierce,4,4,1.0000
diligently),1,2,2.0000
slamming,7,21,3.0000
plumes,1,4,4.0000
member,9,45,5.0000
cafes,1,6,6.0000
missing,2,14,7.0000
such,229,229,1.0000
patting,3,6,2.0000
full,122,366,3.0000
initials,2,8,4.0000
dauntless,1,5,5.0000
18,1,6,6.0000
crocky,2,14,7.0000
prediction,1,8,8.0000
surpassing,1,9,9.0000
lunatics,1,10,10.0000
eager,15,15,1.0000
demands,1,2,2.0000
bringing,7,21,3.0000
selling,4,16,4.0000
bibs,1,5,5.0000
goodnatured,1,6,6.0000
hushing,1,7,7.0000
for,2202,2202,1.0000
ridiculous,7,14,2.0000
acts,2,6,3.0000
elephantine,1,4,4.0000
throats,1,5,5.0000
buttons,10,60,6.0000
harmonious,1,7,7.0000
louvre,1,8,8.0000
misfortunes,1,9,9.0000
sighed,33,33,1.0000
quiver,6,12,2.0000
monitor,1,3,3.0000
suck,1,4,4.0000
tells,5,25,5.0000
mania,4,24,6.0000
musicians,1,7,7.0000
milk,12,12,1.0000
lies,6,12,2.0000
affect,3,9,3.0000
knee,16,64,4.0000
passionate,4,20,5.0000
nettles,1,6,6.0000
haymaking,1,7,7.0000
boiler,1,8,8.0000
askew,2,18,9.0000
repaying,1,10,10.0000
gush,1,11,11.0000
guilt,1,12,12.0000
resume,2,26,13.0000
horn,1,14,14.0000
satisfaction,48,48,1.0000
coffee,19,38,2.0000
merrymaking,1,3,3.0000
fast,43,172,4.0000
flag,1,5,5.0000
david,2,12,6.0000
overshoes,1,7,7.0000
insist,2,16,8.0000
grant,1,9,9.0000
futurity,1,10,10.0000
bounded,2,2,1.0000
struggle,3,6,2.0000
accomplish,2,6,3.0000
aim,1,4,4.0000
pm,1,5,5.0000
sits,3,18,6.0000
madamoiselle,2,14,7.0000
laughs,2,2,1.0000
mistake,17,34,2.0000
enjoyed,41,123,3.0000
explosions,2,8,4.0000
spoons,2,10,5.0000
offending,2,12,6.0000
feathered,1,7,7.0000
exit,2,16,8.0000
spice,3,27,9.0000
aquatic,1,10,10.0000
leaked,1,11,11.0000
influenced,1,1,1.0000
teachers,5,10,2.0000
deeply,15,45,3.0000
po,1,4,4.0000
introduce,2,10,5.0000
simplicity,2,12,6.0000
fox,1,7,7.0000
blackened,1,8,8.0000
hesitate,1,9,9.0000
dispose,2,20,10.0000
inquiry,5,55,11.0000
irritation,1,12,12.0000
dedicated,1,13,13.0000
sanctifies,1,14,14.0000
courtliness,1,15,15.0000
cookies,1,16,16.0000
shoulder,16,16,1.0000
point,20,40,2.0000
students,3,9,3.0000
doomed,2,8,4.0000
chess,1,5,5.0000
welleresque,1,6,6.0000
forgetful,2,14,7.0000
swarthy,1,8,8.0000
concatenation,1,9,9.0000
state,40,40,1.0000
hides,1,2,2.0000
chest,6,18,3.0000
fitting,4,16,4.0000
tranquilly,1,5,5.0000
mollified,1,6,6.0000
tedious,1,7,7.0000
showers,1,8,8.0000
teuton,1,9,9.0000
iss,2,20,10.0000
elegant,24,24,1.0000
blaze,9,18,2.0000
air,112,336,3.0000
ist,3,12,4.0000
whatever,19,95,5.0000
chant,1,6,6.0000
societies,2,14,7.0000
jiffy,3,24,8.0000
motive,2,18,9.0000
ladyship,3,30,10.0000
tag,1,11,11.0000
revolutions,1,12,12.0000
incumbrances,1,13,13.0000
