Word,Occurrences,TotalSteps,AverageSteps
impatient,8,40,5.0000
cast,14,84,6.0000
persuasive,6,42,7.0000
dollars,11,88,8.0000
eloquent,6,54,9.0000
discovering,2,20,10.0000
temptingly,1,11,11.0000
premise,1,12,12.0000
irrestible,1,13,13.0000
satisfying,1,14,14.0000
breakfasts,2,2,1.0000
brave,13,26,2.0000
directed,1,3,3.0000
measles,1,4,4.0000
spirited,3,15,5.0000
discussion,5,30,6.0000
ecstasy,1,7,7.0000
blended,2,16,8.0000
magnifique,1,9,9.0000
powerful,1,10,10.0000
grimmest,1,11,11.0000
falter,2,24,12.0000
displayed,2,2,1.0000
ambition,7,14,2.0000
restful,2,6,3.0000
system,2,8,4.0000
croqueting,1,5,5.0000
barbers,1,6,6.0000
dusk,4,28,7.0000
justice,4,32,8.0000
lavender,4,36,9.0000
sundry,4,40,10.0000
effectual,1,11,11.0000
intractable,1,12,12.0000
bootjack,2,26,13.0000
apple,8,8,1.0000
angered,1,2,2.0000
confidence,11,33,3.0000
tease,6,24,4.0000
whiskers,2,10,5.0000
rises,2,12,6.0000
punchtuation,1,7,7.0000
silliness,1,8,8.0000
mullein,1,9,9.0000
liberally,1,10,10.0000
audacious,1,11,11.0000
mammas,3,36,12.0000
gained,1,13,13.0000
motley,1,14,14.0000
sadly,9,9,1.0000
do,692,1384,2.0000
frantically,1,3,3.0000
poked,7,28,4.0000
mistakes,6,30,5.0000
unmask,1,6,6.0000
silent,15,105,7.0000
sect,1,8,8.0000
ways,22,22,1.0000
suited,17,34,2.0000
shrill,3,9,3.0000
blanc,6,24,4.0000
unclasp,1,5,5.0000
nigh,1,6,6.0000
draped,3,21,7.0000
agony,1,8,8.0000
crowd,2,2,1.0000
portuguese,2,4,2.0000
disapprobation,1,3,3.0000
featherbeds,1,4,4.0000
rattling,3,15,5.0000
bland,2,12,6.0000
tun,1,7,7.0000
affecting,1,8,8.0000
despise,3,27,9.0000
darkness,1,10,10.0000
impertinence,1,11,11.0000
away,328,328,1.0000
hung,17,34,2.0000
fainting,3,9,3.0000
stairs,11,44,4.0000
dollanity,1,5,5.0000
pity,16,96,6.0000
brooke,99,693,7.0000
dr,7,56,8.0000
sincerely,6,54,9.0000
forty,16,160,10.0000
cockles,1,11,11.0000
abominably,2,24,12.0000
unbent,1,13,13.0000
chester,10,140,14.0000
rumbling,1,15,15.0000
purified,1,16,16.0000
remonstrations,1,17,17.0000
haired,4,4,1.0000
christian,4,8,2.0000
promised,27,81,3.0000
crustiness,2,8,4.0000
plaguing,1,5,5.0000
religion,4,24,6.0000
fixedly,1,7,7.0000
conjectures,1,8,8.0000
dialogue,1,1,1.0000
refused,11,22,2.0000
murmur,5,15,3.0000
loan,1,4,4.0000
mistaken,8,40,5.0000
mathematical,1,6,6.0000
getters,1,7,7.0000
lunches,1,8,8.0000
clap,1,9,9.0000
filed,1,10,10.0000
warbled,3,3,1.0000
boundless,1,2,2.0000
friday,2,6,3.0000
(for,4,16,4.0000
verge,1,5,5.0000
shrugged,1,6,6.0000
sandwiches,1,7,7.0000
personae,1,8,8.0000
correctly,2,18,9.0000
du,2,20,10.0000
fulfilled,1,11,11.0000
woke,12,12,1.0000
onto,9,18,2.0000
dust,11,33,3.0000
valuable,7,28,4.0000
newspapers,5,25,5.0000
unsuspicious,2,12,6.0000
surprising,2,14,7.0000
ducks,1,8,8.0000
sunburned,1,9,9.0000
chimneys,1,10,10.0000
byelow,1,11,11.0000
pervaded,5,5,1.0000
discarded,1,2,2.0000
tut,3,9,3.0000
bremer,1,4,4.0000
jib,3,15,5.0000
moved,4,24,6.0000
buff,1,7,7.0000
miraculously,1,8,8.0000
enriches,1,9,9.0000
blank,3,3,1.0000
clattered,2,4,2.0000
cravats,1,3,3.0000
enclosing,1,4,4.0000
assuring,1,5,5.0000
expediency,1,6,6.0000
tulle,2,14,7.0000
goethe,1,8,8.0000
crumble,1,9,9.0000
everybody,25,25,1.0000
vase,6,12,2.0000
flower,13,39,3.0000
yawning,2,8,4.0000
influence,6,30,5.0000
doors,3,18,6.0000
acid,1,7,7.0000
watches,3,24,8.0000
adversity,1,9,9.0000
deplore,1,10,10.0000
morality,1,11,11.0000
salvation,1,12,12.0000
fire,59,59,1.0000
kiss,37,74,2.0000
das,4,12,3.0000
redclyffe,1,4,4.0000
matronly,3,15,5.0000
begone,1,6,6.0000
patronized,2,14,7.0000
restante,1,8,8.0000
voiced,1,9,9.0000
cigarette,1,10,10.0000
twittered,1,11,11.0000
aster,1,1,1.0000
special,5,10,2.0000
crown,2,6,3.0000
smoke,10,40,4.0000
growing,12,60,5.0000
ascended,1,6,6.0000
breadths,1,7,7.0000
claw,1,8,8.0000
debarred,1,9,9.0000
mated,1,10,10.0000
lager,1,11,11.0000
gem,1,12,12.0000
daisys,3,39,13.0000
snowdrops,1,14,14.0000
topic,2,30,15.0000
truck,1,16,16.0000
broadcast,1,17,17.0000
hannah,114,114,1.0000
grace,23,46,2.0000
jig,3,9,3.0000
cupboard,1,4,4.0000
halliards,1,5,5.0000
recalled,6,36,6.0000
mannie,1,7,7.0000
personal,1,8,8.0000
seminary,2,18,9.0000
cornices,1,10,10.0000
disloyalty,1,11,11.0000
chaste,1,12,12.0000
limbs,4,4,1.0000
poker,2,4,2.0000
healed,2,6,3.0000
higher,5,20,4.0000
permission,1,5,5.0000
clay,4,24,6.0000
fevers,1,7,7.0000
economize,1,8,8.0000
austrian,2,18,9.0000
beggars,1,10,10.0000
junglings,1,11,11.0000
laurences,17,17,1.0000
town,4,8,2.0000
guilty,4,12,3.0000
swear,2,8,4.0000
fussed,4,20,5.0000
pokes,1,6,6.0000
popularly,1,7,7.0000
undignified,1,8,8.0000
progress,5,5,1.0000
bless,39,78,2.0000
swift,1,3,3.0000
known,25,100,4.0000
silly,32,160,5.0000
doll,6,36,6.0000
appealing,3,21,7.0000
hunt,3,24,8.0000
commissary,2,18,9.0000
hovered,4,40,10.0000
printing,1,11,11.0000
steamer,1,12,12.0000
banditti,1,13,13.0000
greece,1,14,14.0000
wandering,3,45,15.0000
day,238,238,1.0000
despair,26,52,2.0000
tongue,29,87,3.0000
talent,19,76,4.0000
liking,6,30,5.0000
artists,1,6,6.0000
predicament,1,7,7.0000
sentinel,1,8,8.0000
drunk,4,36,9.0000
valleys,1,10,10.0000
blest,2,22,11.0000
dying,8,8,1.0000
lighted,5,10,2.0000
emotion,5,15,3.0000
perilous,3,12,4.0000
reminding,1,5,5.0000
starved,1,6,6.0000
nook,2,14,7.0000
advantage,3,24,8.0000
trains,1,9,9.0000
enemys,1,10,10.0000
raspy,1,11,11.0000
essay,1,12,12.0000
get,239,239,1.0000
often,66,132,2.0000
squeeze,4,12,3.0000
firm,9,36,4.0000
apply,1,5,5.0000
wheelbarrow,1,6,6.0000
buried,6,6,1.0000
refuses,1,2,2.0000
taken,42,126,3.0000
garret,13,52,4.0000
yearning,2,10,5.0000
gesticulating,1,6,6.0000
ed,1,7,7.0000
warbler,1,8,8.0000
muddle,3,27,9.0000
obey,3,30,10.0000
strict,2,22,11.0000
stillness,1,12,12.0000
administered,3,39,13.0000
shylock,1,14,14.0000
apprehensions,1,15,15.0000
heartless,1,16,16.0000
chestnuts,2,34,17.0000
customary,1,18,18.0000
seldom,34,34,1.0000
knows,21,42,2.0000
pinching,2,6,3.0000
noon,2,8,4.0000
waltz,1,5,5.0000
stroke,6,36,6.0000
whirling,1,7,7.0000
winning,2,16,8.0000
frighten,3,3,1.0000
ef,4,8,2.0000
teasing,2,6,3.0000
leghorn,1,4,4.0000
betraying,2,10,5.0000
forum,1,6,6.0000
bonnivard,1,7,7.0000
characters,9,9,1.0000
apron,16,32,2.0000
abominable,4,12,3.0000
looms,1,4,4.0000
trusting,1,5,5.0000
puzzle,1,6,6.0000
moves,1,7,7.0000
passport,1,8,8.0000
uniting,1,9,9.0000
splashed,2,20,10.0000
snow,19,19,1.0000
broken,28,56,2.0000
pumps,2,6,3.0000
wide,18,72,4.0000
rustle,3,15,5.0000
satan,2,12,6.0000
parrots,1,7,7.0000
interferingest,1,8,8.0000
pilgrimage,2,18,9.0000
masculine,5,50,10.0000
enlightened,3,33,11.0000
unsold,1,12,12.0000
fechter,1,13,13.0000
toilettes,1,14,14.0000
goddesses,1,15,15.0000
menagerie,1,16,16.0000
flowed,1,17,17.0000
died,19,19,1.0000
takes,15,30,2.0000
tingling,1,3,3.0000
gentleness,2,8,4.0000
antonio,2,10,5.0000
vast,2,12,6.0000
solicited,1,7,7.0000
discouraged,2,16,8.0000
symposium,1,9,9.0000
cathedral,1,10,10.0000
spread,12,12,1.0000
candy,2,4,2.0000
cats,12,36,3.0000
graces,3,12,4.0000
crochety,1,5,5.0000
piteous,2,12,6.0000
shortening,1,7,7.0000
fails,4,32,8.0000
ballast,2,18,9.0000
tossed,5,5,1.0000
crossest,1,2,2.0000
succeed,4,12,3.0000
mates,2,8,4.0000
afflicted,7,35,5.0000
irritated,3,18,6.0000
throng,4,28,7.0000
threat,2,16,8.0000
faithfulness,1,9,9.0000
issuing,3,30,10.0000
martial,1,11,11.0000
bountiful,1,12,12.0000
harmlessly,1,13,13.0000
fessor,1,14,14.0000
faced,7,7,1.0000
third,20,40,2.0000
affair,8,24,3.0000
wicket,4,16,4.0000
explanation,3,15,5.0000
unruly,1,6,6.0000
lighten,1,7,7.0000
pinning,1,8,8.0000
harvesting,2,18,9.0000
portray,1,10,10.0000
confer,2,22,11.0000
jack,3,36,12.0000
kite,3,39,13.0000
have,712,712,1.0000
em,11,22,2.0000
flourish,5,15,3.0000
bridegroom,4,16,4.0000
bounce,9,45,5.0000
charity,8,48,6.0000
throne,2,14,7.0000
convulsive,1,8,8.0000
compasses,1,9,9.0000
boots,36,36,1.0000
en,4,8,2.0000
succeeded,7,21,3.0000
spectacles,8,32,4.0000
theatre,2,10,5.0000
drumsticks,1,6,6.0000
proofs,3,21,7.0000
mortal,8,64,8.0000
affably,2,18,9.0000
mourners,1,10,10.0000
spank,1,11,11.0000
perjured,1,12,12.0000
exhaustion,2,2,1.0000
gossiped,2,4,2.0000
holly,1,3,3.0000
grimy,1,4,4.0000
march,292,292,1.0000
weighed,4,8,2.0000
scattered,9,27,3.0000
moonlight,5,20,4.0000
amazing,2,10,5.0000
teapot,4,24,6.0000
sugared,1,7,7.0000
recovered,8,64,8.0000
screaming,1,9,9.0000
brilliancy,4,40,10.0000
dispersed,1,11,11.0000
gymnasium,1,1,1.0000
despite,2,4,2.0000
cab,1,3,3.0000
wellingtons,1,4,4.0000
staels,1,5,5.0000
exists,2,12,6.0000
zest,1,7,7.0000
undoubtingly,1,8,8.0000
making,57,57,1.0000
rumor,2,4,2.0000
disgust,5,15,3.0000
banisters,3,12,4.0000
gets,13,65,5.0000
weller,4,24,6.0000
lobster,8,56,7.0000
band,7,56,8.0000
atlanta,1,9,9.0000
roughshod,1,10,10.0000
renew,1,11,11.0000
understands,1,12,12.0000
flannel,2,2,1.0000
inviting,8,16,2.0000
phrases,5,15,3.0000
stoutly,6,24,4.0000
naturedly,2,10,5.0000
attempts,4,24,6.0000
floating,3,21,7.0000
periods,2,16,8.0000
january,1,9,9.0000
group,7,7,1.0000
eleven,4,8,2.0000
neck,13,39,3.0000
witty,3,12,4.0000
pocketbook,1,5,5.0000
nobleness,1,6,6.0000
booty,2,14,7.0000
nerves,2,16,8.0000
brightly,1,9,9.0000
general,18,18,1.0000
bang,3,6,2.0000
inquiring,5,15,3.0000
flight,3,12,4.0000
dispatches,2,10,5.0000
valnor,1,6,6.0000
indulged,3,21,7.0000
tips,1,8,8.0000
explain,12,12,1.0000
exhausted,3,6,2.0000
raphael,2,6,3.0000
rights,5,20,4.0000
females,1,5,5.0000
rice,1,6,6.0000
reaching,2,14,7.0000
apollo,1,8,8.0000
breezy,1,9,9.0000
grasshoppers,1,10,10.0000
sauce,1,11,11.0000
honor,29,29,1.0000
globes,1,2,2.0000
gravely,16,48,3.0000
consigned,1,4,4.0000
mortifying,2,10,5.0000
blinds,1,6,6.0000
sorrowfully,6,42,7.0000
pendulum,2,16,8.0000
moving,1,9,9.0000
torments,1,10,10.0000
peculiarly,3,33,11.0000
enterprises,1,12,12.0000
wolf,1,13,13.0000
outstrip,1,14,14.0000
compromised,1,15,15.0000
affection,10,10,1.0000
dies,3,6,2.0000
nod,18,54,3.0000
sum,10,40,4.0000
nudge,2,10,5.0000
articles,4,24,6.0000
cutlasses,1,7,7.0000
pencil,6,48,8.0000
promenaded,3,27,9.0000
sequel,1,10,10.0000
jumped,3,33,11.0000
pining,5,60,12.0000
lapping,1,13,13.0000
candle,1,14,14.0000
odors,1,15,15.0000
rich,61,61,1.0000
downstairs,15,30,2.0000
absorbed,28,84,3.0000
sun,32,128,4.0000
bank,6,30,5.0000
grind,3,18,6.0000
discretion,4,28,7.0000
strained,3,24,8.0000
exert,3,27,9.0000
protests,1,10,10.0000
disagreement,1,11,11.0000
infantile,2,24,12.0000
fed,8,8,1.0000
stain,1,2,2.0000
moil,1,3,3.0000
kits,1,4,4.0000
ceased,5,25,5.0000
gingerly,1,6,6.0000
eclipsed,2,14,7.0000
heartache,3,24,8.0000
stormily,1,9,9.0000
remainder,1,10,10.0000
inveterate,1,11,11.0000
inhabitants,1,12,12.0000
faces,38,38,1.0000
duty,43,86,2.0000
deserve,11,33,3.0000
sensitive,3,12,4.0000
mourned,1,5,5.0000
flocks,1,6,6.0000
breathes,1,7,7.0000
oppose,1,8,8.0000
blurred,2,18,9.0000
china,9,9,1.0000
tongs,4,8,2.0000
events,3,9,3.0000
dahlia,1,4,4.0000
wicked,17,85,5.0000
parade,3,18,6.0000
whispers,3,21,7.0000
involved,2,16,8.0000
can,258,258,1.0000
ringlets,2,4,2.0000
fish,7,21,3.0000
stayed,6,24,4.0000
circulated,2,10,5.0000
lexicon,1,6,6.0000
dentists,1,7,7.0000
callers,1,8,8.0000
discipline,1,9,9.0000
marmar,4,40,10.0000
trying,99,99,1.0000
slate,4,8,2.0000
fiddlesticks,1,3,3.0000
seed,2,8,4.0000
defeating,1,5,5.0000
braids,1,6,6.0000
rightly,4,28,7.0000
legal,2,16,8.0000
bacchus,1,9,9.0000
stair,1,10,10.0000
pale,26,26,1.0000
thou,16,32,2.0000
cap,18,54,3.0000
approaching,5,20,4.0000
training,4,20,5.0000
primroses,1,6,6.0000
seventy,3,21,7.0000
distributing,1,8,8.0000
jour,1,9,9.0000
wanderings,3,30,10.0000
crisscross,1,11,11.0000
tinware,1,12,12.0000
lightning,1,13,13.0000
bluntly,1,14,14.0000
cherishing,2,30,15.0000
carnival,1,16,16.0000
forming,3,51,17.0000
exhilarating,2,36,18.0000
perfect,26,26,1.0000
gorgeous,7,14,2.0000
departed,21,63,3.0000
mishaps,2,8,4.0000
moral,12,60,5.0000
remembering,16,96,6.0000
goal,1,7,7.0000
bess,1,8,8.0000
best,175,175,1.0000
nom,2,4,2.0000
prank,4,12,3.0000
wagon,3,12,4.0000
enticed,1,5,5.0000
stomachs,1,6,6.0000
continuing,1,7,7.0000
grudging,1,1,1.0000
envied,1,2,2.0000
fittest,2,6,3.0000
sinner,4,16,4.0000
meager,1,5,5.0000
christened,2,12,6.0000
affable,2,14,7.0000
damaged,5,40,8.0000
gather,3,27,9.0000
unclasped,1,10,10.0000
africa,1,1,1.0000
fourth,4,8,2.0000
cat,9,27,3.0000
fail,10,40,4.0000
ruddy,4,20,5.0000
lotty,6,36,6.0000
earning,2,14,7.0000
michelangelo,1,8,8.0000
femme,1,9,9.0000
scornful,1,10,10.0000
emerged,3,3,1.0000
gape,1,2,2.0000
irrepressible,5,15,3.0000
response,1,4,4.0000
struggled,2,10,5.0000
mashay,1,6,6.0000
dovecote,4,28,7.0000
dispatched,3,24,8.0000
solve,1,9,9.0000
popular,2,20,10.0000
consider,6,66,11.0000
blindest,1,12,12.0000
advisers,1,13,13.0000
professorins,1,14,14.0000
expression,61,61,1.0000
venturing,1,2,2.0000
dances,4,12,3.0000
lined,5,20,4.0000
worked,19,95,5.0000
grubbing,2,12,6.0000
seek,1,7,7.0000
chivalrous,1,8,8.0000
opy,1,9,9.0000
blooms,1,10,10.0000
could,362,362,1.0000
insult,8,16,2.0000
saying,86,258,3.0000
nor,39,156,4.0000
destroyed,2,10,5.0000
edgeworth,2,12,6.0000
splash,4,28,7.0000
keyhole,2,16,8.0000
belong,3,27,9.0000
flannels,1,10,10.0000
praises,2,22,11.0000
raising,1,12,12.0000
seem,50,50,1.0000
demanded,10,20,2.0000
accomplished,12,36,3.0000
palm,3,12,4.0000
responsibility,2,10,5.0000
bilin,1,6,6.0000
introduction,1,7,7.0000
promenades,2,16,8.0000
thoughtless,1,9,9.0000
not,920,920,1.0000
seen,55,110,2.0000
singing,11,33,3.0000
twitted,1,4,4.0000
flame,2,10,5.0000
press,1,6,6.0000
grove,5,35,7.0000
heroines,1,8,8.0000
features,2,18,9.0000
unkind,1,10,10.0000
newcomers,1,11,11.0000
jubilant,1,12,12.0000
idiot,1,13,13.0000
deeds,2,28,14.0000
sniffs,1,15,15.0000
fair,46,46,1.0000
dead,24,48,2.0000
drummer,1,3,3.0000
spoiled,30,120,4.0000
precious,31,155,5.0000
subject,23,138,6.0000
fist,8,56,7.0000
pardonable,3,24,8.0000
scribbled,6,54,9.0000
sleepin,1,10,10.0000
infinite,5,55,11.0000
topics,1,12,12.0000
speculated,1,13,13.0000
crowns,1,14,14.0000
unconquerable,1,15,15.0000
mourner,1,16,16.0000
asters,1,17,17.0000
burdens,8,8,1.0000
enters,1,2,2.0000
saucy,2,6,3.0000
vigorously,2,8,4.0000
sympathizes,2,10,5.0000
breeze,1,6,6.0000
degrading,1,7,7.0000
service,9,72,8.0000
deceive,4,36,9.0000
nov,1,10,10.0000
chesters,5,55,11.0000
sweets,1,12,12.0000
now,399,399,1.0000
hugos,1,2,2.0000
excited,22,66,3.0000
surely,6,24,4.0000
planted,2,10,5.0000
deaf,3,18,6.0000
thirty,15,105,7.0000
unfeminine,2,16,8.0000
winters,1,9,9.0000
saved,5,5,1.0000
sore,6,12,2.0000
belzoni,1,3,3.0000
sermons,4,16,4.0000
illumination,1,5,5.0000
legacies,1,6,6.0000
few,78,78,1.0000
sees,9,18,2.0000
thanking,2,6,3.0000
gilding,1,4,4.0000
graphic,1,5,5.0000
perverse,3,18,6.0000
biddies,1,7,7.0000
adventurous,2,16,8.0000
patty,1,9,9.0000
playfellows,1,10,10.0000
steered,1,11,11.0000
tell,218,218,1.0000
accepted,12,24,2.0000
clothed,1,3,3.0000
ferdinand,2,8,4.0000
fo,2,10,5.0000
wrinkles,2,12,6.0000
caresses,1,7,7.0000
artlessly,1,8,8.0000
samples,2,18,9.0000
defined,2,20,10.0000
secluded,1,11,11.0000
pray,16,16,1.0000
philter,2,4,2.0000
linen,7,21,3.0000
afflictions,2,8,4.0000
nightcap,1,5,5.0000
searching,1,6,6.0000
infallible,1,7,7.0000
homelike,6,48,8.0000
unromantic,3,27,9.0000
traces,2,20,10.0000
lunatic,2,22,11.0000
meditation,2,24,12.0000
bagged,1,13,13.0000
contentedly,2,2,1.0000
watching,22,44,2.0000
infirmity,1,3,3.0000
objectionable,2,8,4.0000
soothing,5,25,5.0000
lock,3,18,6.0000
blissfully,3,21,7.0000
encircled,1,8,8.0000
believers,1,9,9.0000
deal,57,57,1.0000
two,144,288,2.0000
tired,62,186,3.0000
severe,4,16,4.0000
umbrella,21,105,5.0000
donkey,2,12,6.0000
scattering,1,7,7.0000
frostbitten,2,16,8.0000
accidents,4,36,9.0000
jove,3,30,10.0000
damages,1,11,11.0000
bribe,3,36,12.0000
skillful,1,13,13.0000
ship,3,42,14.0000
digest,1,15,15.0000
grew,38,38,1.0000
happily,8,16,2.0000
masked,2,6,3.0000
ruse,1,4,4.0000
wooing,4,20,5.0000
passages,4,24,6.0000
raisins,4,28,7.0000
ancients,2,16,8.0000
supplying,2,18,9.0000
premature,1,10,10.0000
dozens,2,22,11.0000
bobbing,1,12,12.0000
salubrious,1,13,13.0000
undisturbed,1,14,14.0000
important,19,19,1.0000
struggles,3,6,2.0000
islands,2,6,3.0000
coast,1,4,4.0000
inexpensive,1,5,5.0000
beth,414,414,1.0000
gilded,2,4,2.0000
danced,15,45,3.0000
rockets,2,8,4.0000
fairly,5,25,5.0000
chiny,1,6,6.0000
wonderfully,5,35,7.0000
rummaging,4,32,8.0000
ghost,8,72,9.0000
schools,1,10,10.0000
buffaloes,2,22,11.0000
lines,9,108,12.0000
boswells,1,13,13.0000
nephew,3,42,14.0000
ruling,2,30,15.0000
rumble,1,16,16.0000
endowing,1,17,17.0000
chubby,3,54,18.0000
forgetfulness,1,19,19.0000
fluently,1,20,20.0000
stitched,2,2,1.0000
chrysanthemum,1,2,2.0000
ride,12,36,3.0000
praised,6,24,4.0000
rush,6,30,5.0000
predicted,2,12,6.0000
pretending,3,21,7.0000
battle,1,8,8.0000
resisting,1,9,9.0000
efening,2,20,10.0000
wrastle,1,11,11.0000
canvas,1,12,12.0000
each,88,88,1.0000
airs,12,24,2.0000
sorrows,4,12,3.0000
geese,5,20,4.0000
supply,5,25,5.0000
deluded,1,6,6.0000
cleaning,1,7,7.0000
untrue,2,16,8.0000
giving,27,27,1.0000
dear,262,524,2.0000
done,136,408,3.0000
snatched,3,12,4.0000
situation,1,5,5.0000
supplied,7,42,6.0000
sahara,1,7,7.0000
combs,1,8,8.0000
missis,1,9,9.0000
repent,2,20,10.0000
knelt,1,11,11.0000
rue,1,12,12.0000
danneckers,1,13,13.0000
stopped,39,39,1.0000
gallant,7,14,2.0000
failed,13,39,3.0000
moments,8,32,4.0000
remarks,10,50,5.0000
rudest,1,6,6.0000
scribbles,1,7,7.0000
disorderly,1,8,8.0000
occupation,1,9,9.0000
repair,1,10,10.0000
abuses,1,11,11.0000
twilled,2,24,12.0000
rug,5,5,1.0000
jolly,23,46,2.0000
leaving,29,87,3.0000
quarts,4,16,4.0000
stuck,9,45,5.0000
rosyfaced,1,6,6.0000
looker,1,7,7.0000
demure,2,16,8.0000
corked,1,9,9.0000
bad,73,73,1.0000
cave,3,6,2.0000
slight,7,21,3.0000
fleetly,1,4,4.0000
martin,2,10,5.0000
alighting,1,6,6.0000
solace,3,21,7.0000
primming,1,8,8.0000
impetuous,3,27,9.0000
distinguish,2,20,10.0000
titles,2,22,11.0000
martyrdom,1,12,12.0000
progressing,1,13,13.0000
significance,2,28,14.0000
orderly,1,15,15.0000
edge,1,16,16.0000
keeps,14,14,1.0000
lark,5,10,2.0000
kept,71,213,3.0000
grinding,1,4,4.0000
sort,70,350,5.0000
gazing,2,12,6.0000
pressed,6,42,7.0000
trimmed,4,32,8.0000
comfortably,6,54,9.0000
neds,1,10,10.0000
saves,1,11,11.0000
vigorous,1,12,12.0000
lowest,1,13,13.0000
vivid,1,14,14.0000
airy,5,5,1.0000
comforter,2,4,2.0000
follow,4,12,3.0000
longlegs,1,4,4.0000
pushed,6,30,5.0000
socks,3,18,6.0000
reminisced,1,7,7.0000
fineness,1,8,8.0000
choice,2,18,9.0000
cinder,1,10,10.0000
clothes,25,25,1.0000
bag,14,28,2.0000
scrabble,5,15,3.0000
caressed,5,20,4.0000
pattern,3,15,5.0000
wrinkled,3,18,6.0000
alike,4,28,7.0000
concern,2,16,8.0000
pere,1,9,9.0000
resign,1,10,10.0000
lovely,69,69,1.0000
subside,2,4,2.0000
scandalizing,1,3,3.0000
composing,1,4,4.0000
chokes,1,5,5.0000
hounds,1,6,6.0000
protest,1,7,7.0000
disapprove,1,8,8.0000
falling,7,63,9.0000
scrapbooks,1,10,10.0000
youngest,2,2,1.0000
sending,6,12,2.0000
pinch,4,12,3.0000
poorhouse,1,4,4.0000
tableaux,1,5,5.0000
suspected,4,24,6.0000
drawn,6,42,7.0000
grocerman,1,8,8.0000
ubiquitous,1,9,9.0000
guards,2,20,10.0000
procrastination,1,11,11.0000
gentlemens,1,12,12.0000
tarantella,1,13,13.0000
depravity,1,14,14.0000
ceaseless,1,15,15.0000
naughtiest,1,16,16.0000
run,34,34,1.0000
obliging,4,8,2.0000
mottoes,1,3,3.0000
property,7,28,4.0000
insisted,12,60,5.0000
tires,1,6,6.0000
evenings,6,42,7.0000
approve,9,72,8.0000
demon,2,18,9.0000
rebelled,3,30,10.0000
characteristically,1,11,11.0000
earnestly,7,84,12.0000
unnaturally,1,13,13.0000
sausage,1,14,14.0000
eyelids,1,15,15.0000
pothooks,1,16,16.0000
endow,1,17,17.0000
horrified,3,3,1.0000
blundering,2,4,2.0000
anxiously,7,21,3.0000
slaves,1,4,4.0000
hereafter,2,10,5.0000
babies,36,216,6.0000
distinction,1,7,7.0000
doings,2,16,8.0000
reckless,1,9,9.0000
truer,1,10,10.0000
sight,42,42,1.0000
used,91,182,2.0000
offered,28,84,3.0000
showing,11,44,4.0000
lapse,2,10,5.0000
puff,2,12,6.0000
slung,1,7,7.0000
abundant,2,16,8.0000
surrounds,1,9,9.0000
defended,3,30,10.0000
baptized,1,11,11.0000
teddyism,1,12,12.0000
librarians,1,13,13.0000
(coupe),1,14,14.0000
toys,1,15,15.0000
darkened,3,3,1.0000
mice,3,6,2.0000
candles,1,3,3.0000
fortunate,6,24,4.0000
unlocking,2,10,5.0000
commendation,2,12,6.0000
uninvited,1,7,7.0000
chickens,2,16,8.0000
brocade,1,9,9.0000
pepper,1,10,10.0000
psyche,1,11,11.0000
disquiet,1,12,12.0000
preached,4,52,13.0000
concert,2,28,14.0000
testify,1,15,15.0000
tumultuous,1,1,1.0000
parcel,6,12,2.0000
stitches,4,12,3.0000
draws,2,8,4.0000
turquoise,4,20,5.0000
dodge,1,6,6.0000
faltered,3,21,7.0000
hospitals,2,16,8.0000
inconsistent,1,9,9.0000
passports,2,20,10.0000
fields,1,11,11.0000
castanets,1,1,1.0000
breath,29,58,2.0000
tempered,5,15,3.0000
therefore,10,40,4.0000
tire,3,15,5.0000
picket,1,6,6.0000
towels,1,7,7.0000
decorous,3,24,8.0000
sentences,2,18,9.0000
i),1,10,10.0000
astray,1,11,11.0000
lashes,1,12,12.0000
socratic,2,26,13.0000
dont,543,543,1.0000
begin,34,68,2.0000
below,11,33,3.0000
wife,37,148,4.0000
gracious,5,25,5.0000
repaid,2,12,6.0000
calico,2,14,7.0000
ungentlemanly,1,8,8.0000
preserves,1,9,9.0000
housewife,2,20,10.0000
hegel,1,11,11.0000
required,1,12,12.0000
looked,240,240,1.0000
arent,13,26,2.0000
fits,6,18,3.0000
1861,1,4,4.0000
abused,1,5,5.0000
rouse,2,12,6.0000
preserver,1,7,7.0000
having,97,97,1.0000
hid,14,28,2.0000
supposed,6,18,3.0000
picnics,2,8,4.0000
morbid,2,10,5.0000
unprotected,1,6,6.0000
faint,7,7,1.0000
favorite,25,50,2.0000
petted,7,21,3.0000
instinct,5,20,4.0000
echoed,3,15,5.0000
musingly,1,6,6.0000
ungratefully,2,14,7.0000
sacred,7,56,8.0000
straws,1,9,9.0000
flesh,3,30,10.0000
millionaires,1,11,11.0000
correspondent,1,12,12.0000
pawing,1,13,13.0000
mon,1,14,14.0000
beggar,2,30,15.0000
tendencies,1,16,16.0000
roll,5,5,1.0000
comforted,14,28,2.0000
strokes,1,3,3.0000
awake,11,44,4.0000
chambers,1,5,5.0000
plaster,3,18,6.0000
inspected,1,7,7.0000
rampant,2,16,8.0000
peinte,1,9,9.0000
division,1,10,10.0000
need,61,61,1.0000
particularly,18,36,2.0000
mop,5,15,3.0000
expressing,2,8,4.0000
volume,2,10,5.0000
mays,6,36,6.0000
demoralized,1,7,7.0000
recamier,1,8,8.0000
treasure,7,7,1.0000
shouldnt,23,46,2.0000
exasperating,3,9,3.0000
bred,7,28,4.0000
depends,4,20,5.0000
atonement,1,6,6.0000
cigars,2,14,7.0000
